,Entity,Year,Annual CO₂ emissions,Share of global cumulative CO₂ emissions,Annual per capita CO2 emissions,Population (historical estimates),GDP,Country Size
2744,Barbados,2013,1822085,0.003892435,6.580941442,276873,4.68555,430
2745,Barbados,2014,1690056,0.003913307,6.090269945,277501,4.7076,430
2746,Barbados,2015,1686392,0.00393297,6.064086014,278095,4.734,430
2747,Barbados,2016,1693720,0.003952215,6.078087993,278660,4.8433,430
2748,Barbados,2017,1644597,0.003966101,5.890411499,279199,4.9923,430
2749,Barbados,2018,1655590,0.003978233,5.919121065,279702,5.11025,430
2750,Barbados,2019,1666716,0.003989843,5.948456956,280193,5.3411,430
2751,Barbados,2020,1233549,0.003980236,4.394483157,280704,4.7388,430
2752,Barbados,2021,1226393,0.003966468,4.361221746,281204,4.9231,430
2753,Barbados,2022,1232837,0.003952891,,,5.69995,430
2754,Belarus,1870,107992,0.005312236,0.028815717,3747677,,"207,600"
2755,Belarus,1871,145794,0.006249583,0.038533897,3783526,,"207,600"
2756,Belarus,1872,149677,0.007101446,0.039185364,3819717,,"207,600"
2757,Belarus,1873,140481,0.007784626,0.036429395,3856254,,"207,600"
2758,Belarus,1874,170519,0.00863969,0.043799863,3893140,,"207,600"
2759,Belarus,1875,196265,0.009562038,0.049935401,3930378,,"207,600"
2760,Belarus,1876,243671,0.010701385,0.061409471,3967971,,"207,600"
2761,Belarus,1877,248678,0.011765651,0.062077563,4005924,,"207,600"
2762,Belarus,1878,324997,0.013186337,0.080360483,4044239,,"207,600"
2763,Belarus,1879,333477,0.014500839,0.081676104,4082920,,"207,600"
2764,Belarus,1880,391202,0.015935317,0.094906562,4121970,,"207,600"
2765,Belarus,1881,412045,0.017324708,0.099016123,4161393,,"207,600"
2766,Belarus,1882,434011,0.018655889,0.103306608,4201193,,"207,600"
2767,Belarus,1883,493984,0.020095475,0.116467973,4241372,,"207,600"
2768,Belarus,1884,501544,0.021430517,0.117130223,4281935,,"207,600"
2769,Belarus,1885,546294,0.022834728,0.126372521,4322886,,"207,600"
2770,Belarus,1886,560291,0.02416447,0.128382644,4364227,,"207,600"
2771,Belarus,1887,592883,0.025463639,0.134563741,4405964,,"207,600"
2772,Belarus,1888,618425,0.02663792,0.139031334,4448098,,"207,600"
2773,Belarus,1889,667874,0.027888462,0.14872596,4490635,,"207,600"
2774,Belarus,1890,756352,0.029233975,0.166833349,4533578,,"207,600"
2775,Belarus,1891,832774,0.030653479,0.181950307,4576931,,"207,600"
2776,Belarus,1892,881508,0.032093793,0.190773775,4620698,,"207,600"
2777,Belarus,1893,1033228.06,0.033887513,0.22149067,4664883,,"207,600"
2778,Belarus,1894,1052333,0.035547476,0.223449461,4709490,,"207,600"
2779,Belarus,1895,1209162,0.03742499,0.25431831,4754522,,"207,600"
2780,Belarus,1896,1230923,0.039161343,0.256443093,4799985,,"207,600"
2781,Belarus,1897,1423204,0.041174773,0.293693551,4845881,,"207,600"
2782,Belarus,1898,1596175,0.043359056,0.326268367,4892215,,"207,600"
2783,Belarus,1899,1851698,0.045799725,0.374914153,4938992,,"207,600"
2784,Belarus,1900,2097617,0.0484808,0.420683139,4986216,,"207,600"
2785,Belarus,1901,2153503,0.05098746,0.427800965,5033890,,"207,600"
2786,Belarus,1902,2079942,0.05308183,0.409274739,5082019,,"207,600"
2787,Belarus,1903,2034579,0.05471779,0.396557094,5130608,,"207,600"
2788,Belarus,1904,2263640,0.05661699,0.437024824,5179660,,"207,600"
2789,Belarus,1905,2020582,0.05777246,0.38640506,5229181,,"207,600"
2790,Belarus,1906,2304712,0.059209682,0.436566781,5279174,,"207,600"
2791,Belarus,1907,2581486,0.060629755,0.484363593,5329645,,"207,600"
2792,Belarus,1908,2597322,0.06205485,0.48272004,5380597,,"207,600"
2793,Belarus,1909,2741788,0.063469395,0.504744078,5432036,,"207,600"
2794,Belarus,1910,2688865,0.06455869,0.490314034,5483965,,"207,600"
2795,Belarus,1911,2787764,0.06565207,0.503534614,5536390,,"207,600"
2796,Belarus,1912,3157919,0.06700521,0.564992031,5589316,,"207,600"
2797,Belarus,1913,3430504,0.06835862,0.607949284,5642747,,"207,600"
2798,Belarus,1914,3096108,0.06946872,0.543492735,5696687,,"207,600"
2799,Belarus,1915,2841811,0.07023915,0.494129776,5751143,,"207,600"
2800,Belarus,1916,3028881,0.0709655,0.52167059,5806118,,"207,600"
2801,Belarus,1917,2787559,0.07126089,0.475561355,5861618,,"207,600"
2802,Belarus,1918,1111693,0.06983499,0.187931754,5915408,,"207,600"
2803,Belarus,1919,949552,0.06866507,0.159062169,5969691,,"207,600"
2804,Belarus,1920,865876,0.067160584,0.143726431,6024473,,"207,600"
2805,Belarus,1921,939029,0.06609119,0.154451732,6079757,,"207,600"
2806,Belarus,1922,1145204,0.06518124,0.186650646,6135548,,"207,600"
2807,Belarus,1923,1265048,0.06418173,0.204308501,6191852,,"207,600"
2808,Belarus,1924,1507186,0.06344637,0.24120101,6248672,,"207,600"
2809,Belarus,1925,1487570,0.06271902,0.235897034,6306014,,"207,600"
2810,Belarus,1926,2155342,0.06260567,0.33868358,6363881,,"207,600"
2811,Belarus,1927,2679670,0.062744364,0.4172459,6422280,,"207,600"
2812,Belarus,1928,2969363,0.06310203,0.458149128,6481215,,"207,600"
2813,Belarus,1929,3199466,0.0634716,0.489163376,6540690,,"207,600"
2814,Belarus,1930,4357852,0.06479463,0.660209383,6600712,,"207,600"
2815,Belarus,1931,5235599,0.066847324,0.785974446,6661284,,"207,600"
2816,Belarus,1932,5893972,0.06941152,0.876764471,6722412,,"207,600"
2817,Belarus,1933,6586388,0.072247356,0.970856419,6784101,,"207,600"
2818,Belarus,1934,7964323,0.07571175,1.163293729,6846356,,"207,600"
2819,Belarus,1935,9010702,0.079588786,1.304163358,6909182,,"207,600"
2820,Belarus,1936,10326938,0.083904445,1.481077391,6972585,,"207,600"
2821,Belarus,1937,10563090,0.08799208,1.501170315,7036570,,"207,600"
2822,Belarus,1938,11149309,0.09235293,1.570072894,7101141,,"207,600"
2823,Belarus,1939,11286001,0.096447535,1.574870093,7166306,,"207,600"
2824,Belarus,1940,13525651,0.10135438,1.87023283,7232068,,"207,600"
2825,Belarus,1941,11888040,0.105055705,1.628848052,7298434,,"207,600"
2826,Belarus,1942,6475324,0.105721414,0.87915335,7365409,,"207,600"
2827,Belarus,1943,6758023,0.10645341,0.909192092,7432998,,"207,600"
2828,Belarus,1944,9800390,0.10862749,1.306508232,7501208,,"207,600"
2829,Belarus,1945,10362061,0.111433975,1.368824408,7570044,,"207,600"
2830,Belarus,1946,11635659,0.11452277,1.523089501,7639511,,"207,600"
2831,Belarus,1947,14006652,0.11831,1.816776867,7709616,,"207,600"
2832,Belarus,1948,14897184,0.12217003,1.914715558,7780364,,"207,600"
2833,Belarus,1949,16933366,0.12688614,2.158178457,7846138,,"207,600"
2834,Belarus,1950,18865480,0.13180101,2.385963279,7906861,,"207,600"
2835,Belarus,1951,20439446,0.13687316,2.594137902,7879090,,"207,600"
2836,Belarus,1952,21890260,0.14222501,2.779529901,7875526,,"207,600"
2837,Belarus,1953,23160154,0.1476995,2.934175083,7893242,,"207,600"
2838,Belarus,1954,25289996,0.15363665,3.190089504,7927676,,"207,600"
2839,Belarus,1955,28678786,0.1601554,3.595471971,7976362,,"207,600"
2840,Belarus,1956,31458016,0.16704313,3.913973256,8037361,,"207,600"
2841,Belarus,1957,34429640,0.1744398,4.245574069,8109537,,"207,600"
2842,Belarus,1958,36758984,0.18207778,4.485774479,8194568,,"207,600"
2843,Belarus,1959,38652536,0.18964113,4.663313484,8288642,,"207,600"
2844,Belarus,1960,40253452,0.1969483,4.798254801,8389186,,"207,600"
2845,Belarus,1961,41531624,0.20420788,4.888517671,8495750,,"207,600"
2846,Belarus,1962,43619750,0.21147326,5.072144754,8599863,,"207,600"
2847,Belarus,1963,46795810,0.21892378,5.381929841,8694987,,"207,600"
2848,Belarus,1964,49778040,0.22642905,5.669643366,8779748,,"207,600"
2849,Belarus,1965,52811660,0.2340101,5.964364915,8854532,,"207,600"
2850,Belarus,1966,55782430,0.24157016,6.252371157,8921804,,"207,600"
2851,Belarus,1967,58360304,0.24909136,6.494743525,8985775,,"207,600"
2852,Belarus,1968,60029004,0.25613606,6.63464756,9047806,,"207,600"
2853,Belarus,1969,62538064,0.2627991,6.865939964,9108449,,"207,600"
2854,Belarus,1970,65798090,0.2690762,7.174746123,9170790,,"207,600"
2855,Belarus,1971,69832370,0.27546668,7.560256982,9236772,,"207,600"
2856,Belarus,1972,73492616,0.28177997,7.899079391,9303947,,"207,600"
2857,Belarus,1973,76619990,0.2877977,8.177529252,9369577,,"207,600"
2858,Belarus,1974,79563590,0.29404083,8.432282059,9435594,,"207,600"
2859,Belarus,1975,83637470,0.3006443,8.803263116,9500735,,"207,600"
2860,Belarus,1976,86817990,0.30687758,9.077216151,9564385,,"207,600"
2861,Belarus,1977,89745016,0.3129435,9.32039836,9628882,,"207,600"
2862,Belarus,1978,92827690,0.3188358,9.576457895,9693322,,"207,600"
2863,Belarus,1979,93562220,0.32416806,9.589969843,9756258,,"207,600"
2864,Belarus,1980,97202570,0.32982373,9.901195405,9817256,,"207,600"
2865,Belarus,1981,95372456,0.33508128,9.655894333,9877123,,"207,600"
2866,Belarus,1982,97143720,0.3403838,9.774052364,9938940,,"207,600"
2867,Belarus,1983,98501310,0.34552547,9.846144296,10004049,,"207,600"
2868,Belarus,1984,99339960,0.35016403,9.865574296,10069354,,"207,600"
2869,Belarus,1985,107063336,0.3553102,10.56558209,10133217,,"207,600"
2870,Belarus,1986,121551550,0.36202827,11.91486202,10201675,,"207,600"
2871,Belarus,1987,112490520,0.3668314,10.95266201,10270610,,"207,600"
2872,Belarus,1988,114307260,0.37119997,11.06183161,10333484,,"207,600"
2873,Belarus,1989,109141630,0.37452057,10.50690385,10387611,,"207,600"
2874,Belarus,1990,108345060,0.37738383,10.38929659,10428527,,"207,600"
2875,Belarus,1991,104071656,0.37935802,9.95175441,10457619,,"207,600"
2876,Belarus,1992,93482970,0.3802802,8.923611615,10475912,9.2,"207,600"
2877,Belarus,1993,80561816,0.37958017,7.686840447,10480485,16.41666667,"207,600"
2878,Belarus,1994,67879400,0.37740606,6.479888065,10475397,14.95210084,"207,600"
2879,Belarus,1995,60905644,0.37438583,5.821776473,10461694,13.97042578,"207,600"
2880,Belarus,1996,61734784,0.3713187,5.915302083,10436455,14.75684615,"207,600"
2881,Belarus,1997,61588412,0.36833432,5.921435457,10400926,14.13058552,"207,600"
2882,Belarus,1998,60073450,0.36536786,5.800010852,10357472,15.2213527,"207,600"
2883,Belarus,1999,57965508,0.36215794,5.623198281,10308281,12.13824308,"207,600"
2884,Belarus,2000,54905984,0.3585789,5.35329234,10256489,12.73678046,"207,600"
2885,Belarus,2001,54002984,0.3550284,5.29378117,10201212,12.35482014,"207,600"
2886,Belarus,2002,53844144,0.35144594,5.312488092,10135391,14.59490095,"207,600"
2887,Belarus,2003,55087984,0.3477083,5.472743419,10065881,17.82544472,"207,600"
2888,Belarus,2004,58253532,0.34413445,5.825520392,9999713,23.14156629,"207,600"
2889,Belarus,2005,59310290,0.34054306,5.969733168,9935166,30.21009184,"207,600"
2890,Belarus,2006,61743588,0.3370458,6.252705196,9874700,36.96189428,"207,600"
2891,Belarus,2007,60218140,0.33335865,6.12845525,9825990,45.275712,"207,600"
2892,Belarus,2008,62836412,0.3299182,6.419851838,9787829,60.75210635,"207,600"
2893,Belarus,2009,60577744,0.3266104,6.208192701,9757710,50.87316733,"207,600"
2894,Belarus,2010,62445120,0.3231603,6.41685196,9731426,57.23190454,"207,600"
2895,Belarus,2011,61307590,0.31953222,6.315823361,9706983,61.76238233,"207,600"
2896,Belarus,2012,62545264,0.31605703,6.452119994,9693754,65.68589044,"207,600"
2897,Belarus,2013,64125556,0.31279466,6.616923927,9691143,75.52755897,"207,600"
2898,Belarus,2014,63648870,0.3096063,6.565975922,9693741,78.81280504,"207,600"
2899,Belarus,2015,58798910,0.3062481,6.061362745,9700609,56.45488915,"207,600"
2900,Belarus,2016,58134484,0.30300102,5.988238495,9708111,47.72354532,"207,600"
2901,Belarus,2017,59381852,0.29987067,6.116875023,9707874,54.72530225,"207,600"
2902,Belarus,2018,62156932,0.29691428,6.410856996,9695573,60.03117381,"207,600"
2903,Belarus,2019,62096344,0.2940366,6.418909463,9673971,64.41012285,"207,600"
2904,Belarus,2020,59055548,0.29145378,6.130071743,9633745,61.37175533,"207,600"
2905,Belarus,2021,60938200,0.2887825,6.362195208,9578172,69.67374713,"207,600"
2906,Belarus,2022,58801130,0.2860479,,,72.79345759,"207,600"
2907,Belgium,1870,24746656,4.0618997,4.857918771,5094086,,"30,528"
2908,Belgium,1871,23717072,4.067495,4.619310165,5134332,,"30,528"
2909,Belgium,1872,25589376,4.0680647,4.943798135,5176056,,"30,528"
2910,Belgium,1873,28106544,4.075352,5.385137148,5219281,,"30,528"
2911,Belgium,1874,25915472,4.078689,4.924212777,5262866,,"30,528"
2912,Belgium,1875,26930400,4.0740895,5.074682272,5306815,,"30,528"
2913,Belgium,1876,26318512,4.0634546,4.918308298,5351131,,"30,528"
2914,Belgium,1877,25050768,4.0425653,4.642627428,5395817,,"30,528"
2915,Belgium,1878,27238176,4.034924,5.00621058,5440877,,"30,528"
2916,Belgium,1879,27732816,4.0193453,5.053702851,5487623,,"30,528"
2917,Belgium,1880,30425856,3.9984434,5.495918594,5536082,,"30,528"
2918,Belgium,1881,30631040,3.9743845,5.483261583,5586281,,"30,528"
2919,Belgium,1882,32437394,3.9516144,5.753098126,5638248,,"30,528"
2920,Belgium,1883,34382976,3.9290173,6.040569507,5692009,,"30,528"
2921,Belgium,1884,33870016,3.904154,5.894246786,5746284,,"30,528"
2922,Belgium,1885,33082256,3.8768213,5.702780261,5801075,,"30,528"
2923,Belgium,1886,32103970,3.8452716,5.481871167,5856389,,"30,528"
2924,Belgium,1887,33968944,3.8158953,5.745537345,5912231,,"30,528"
2925,Belgium,1888,36053760,3.7803214,6.040567268,5968605,,"30,528"
2926,Belgium,1889,36834190,3.7505414,6.112804678,6025743,,"30,528"
2927,Belgium,1890,39824016,3.719965,6.546066379,6083656,,"30,528"
2928,Belgium,1891,37779504,3.677913,6.150657598,6142352,,"30,528"
2929,Belgium,1892,37728210,3.6380706,6.083388787,6201841,,"30,528"
2930,Belgium,1893,36075744,3.598378,5.760934531,6262134,,"30,528"
2931,Belgium,1894,39831344,3.5677197,6.299424657,6323013,,"30,528"
2932,Belgium,1895,40131790,3.5320258,6.2858314,6384484,,"30,528"
2933,Belgium,1896,42278896,3.5002975,6.558373531,6446552,,"30,528"
2934,Belgium,1897,43744496,3.4683487,6.720385717,6509224,,"30,528"
2935,Belgium,1898,45085520,3.4348116,6.859716349,6572505,,"30,528"
2936,Belgium,1899,47126370,3.3962777,7.099398787,6638079,,"30,528"
2937,Belgium,1900,49665520,3.3592155,7.40614618,6705987,,"30,528"
2938,Belgium,1901,46708670,3.3143632,6.892977537,6776269,,"30,528"
2939,Belgium,1902,48855776,3.2741892,7.133304755,6848968,,"30,528"
2940,Belgium,1903,52629696,3.2328565,7.600915408,6924126,,"30,528"
2941,Belgium,1904,50350690,3.1892169,7.192844739,7000108,,"30,528"
2942,Belgium,1905,50266416,3.1406853,7.102862204,7076924,,"30,528"
2943,Belgium,1906,57495490,3.1028662,8.036175129,7154584,,"30,528"
2944,Belgium,1907,58323550,3.0518587,8.063429279,7233095,,"30,528"
2945,Belgium,1908,57847230,3.0099373,7.910766926,7312468,,"30,528"
2946,Belgium,1909,57762960,2.9663131,7.829824981,7377299,,"30,528"
2947,Belgium,1910,61287730,2.925329,8.251552558,7427418,,"30,528"
2948,Belgium,1911,61687104,2.8865004,8.266106902,7462655,,"30,528"
2949,Belgium,1912,64775856,2.8490138,8.656589385,7482838,,"30,528"
2950,Belgium,1913,68014830,2.809105,9.083430614,7487791,,"30,528"
2951,Belgium,1914,40575136,2.7503955,5.415255046,7492747,,"30,528"
2952,Belgium,1915,34419616,2.690298,4.590685659,7497707,,"30,528"
2953,Belgium,1916,45792670,2.639733,6.103517295,7502669,,"30,528"
2954,Belgium,1917,36247950,2.5782974,4.828144305,7507636,,"30,528"
2955,Belgium,1918,33723456,2.5199802,4.488665484,7513025,,"30,528"
2956,Belgium,1919,44869344,2.4884067,5.960749346,7527467,,"30,528"
2957,Belgium,1920,55154190,2.45693,7.304196197,7551028,,"30,528"
2958,Belgium,1921,50533890,2.433037,6.663419824,7583777,,"30,528"
2959,Belgium,1922,55908976,2.4120965,7.331573776,7625781,,"30,528"
2960,Belgium,1923,71884020,2.3972604,9.363421913,7677110,,"30,528"
2961,Belgium,1924,76255170,2.3868747,9.866386485,7728784,,"30,528"
2962,Belgium,1925,78039540,2.3778186,10.02974884,7780807,,"30,528"
2963,Belgium,1926,77684130,2.3702784,9.917318371,7833179,,"30,528"
2964,Belgium,1927,90475150,2.366969,11.47302199,7885904,,"30,528"
2965,Belgium,1928,88246130,2.362484,11.11554451,7938984,,"30,528"
2966,Belgium,1929,96954620,2.3595939,12.13922065,7986890,,"30,528"
2967,Belgium,1930,93672490,2.360119,11.66594102,8029570,,"30,528"
2968,Belgium,1931,84122810,2.3608477,10.42805539,8066970,,"30,528"
2969,Belgium,1932,67713210,2.3559487,8.360649544,8099037,,"30,528"
2970,Belgium,1933,72656570,2.3519158,8.94156022,8125715,,"30,528"
2971,Belgium,1934,74957770,2.3450913,9.194473437,8152481,,"30,528"
2972,Belgium,1935,71640630,2.333807,8.758735276,8179335,,"30,528"
2973,Belgium,1936,75003560,2.3198168,9.13977922,8206277,,"30,528"
2974,Belgium,1937,90298120,2.311715,10.96741541,8233309,,"30,528"
2975,Belgium,1938,79119070,2.3010974,9.578082446,8260429,,"30,528"
2976,Belgium,1939,73709370,2.284709,8.893595205,8287916,,"30,528"
2977,Belgium,1940,62103940,2.2575212,7.468211009,8315772,,"30,528"
2978,Belgium,1941,65183670,2.232107,7.81204286,8343998,,"30,528"
2979,Belgium,1942,61076828,2.2059913,7.294847788,8372598,,"30,528"
2980,Belgium,1943,57852690,2.178633,6.885935527,8401573,,"30,528"
2981,Belgium,1944,33138442,2.1394885,3.930711139,8430648,,"30,528"
2982,Belgium,1945,38755176,2.113894,4.581085375,8459824,,"30,528"
2983,Belgium,1946,56410636,2.0939007,6.64506595,8489101,,"30,528"
2984,Belgium,1947,82030070,2.0818963,9.629661586,8518479,,"30,528"
2985,Belgium,1948,85057290,2.0692017,9.950596394,8547959,,"30,528"
2986,Belgium,1949,80772050,2.057445,9.413000076,8580904,,"30,528"
2987,Belgium,1950,76200490,2.037602,8.842692757,8617340,,"30,528"
2988,Belgium,1951,89449784,2.0204914,10.33455789,8655405,,"30,528"
2989,Belgium,1952,83463970,2.0011125,9.598426283,8695589,,"30,528"
2990,Belgium,1953,82373680,1.9808474,9.424455444,8740418,,"30,528"
2991,Belgium,1954,85734580,1.961881,9.756724246,8787230,,"30,528"
2992,Belgium,1955,92017060,1.9414568,10.41561818,8834527,,"30,528"
2993,Belgium,1956,96780376,1.9204975,10.89685153,8881499,,"30,528"
2994,Belgium,1957,96487070,1.8988601,10.80244242,8931968,,"30,528"
2995,Belgium,1958,87685100,1.8738991,9.756158078,8987667,,"30,528"
2996,Belgium,1959,88310100,1.847843,9.758675553,9049394,,"30,528"
2997,Belgium,1960,90908080,1.8209815,9.980325466,9108729,11.65872259,"30,528"
2998,Belgium,1961,92698296,1.7961191,10.11054244,9168479,12.40014522,"30,528"
2999,Belgium,1962,98018300,1.7725182,10.61914641,9230337,13.26401568,"30,528"
3000,Belgium,1963,105676390,1.7498597,11.37746047,9288223,14.26001739,"30,528"
3001,Belgium,1964,103553990,1.725158,11.0747328,9350473,15.96010668,"30,528"
3002,Belgium,1965,105330790,1.700138,11.19100846,9412091,17.37145761,"30,528"
3003,Belgium,1966,105096750,1.6740873,11.10241753,9466114,18.65188347,"30,528"
3004,Belgium,1967,107361010,1.6486297,11.28307159,9515229,19.99204079,"30,528"
3005,Belgium,1968,118437576,1.6248047,12.39371896,9556258,21.37635311,"30,528"
3006,Belgium,1969,123491760,1.6003671,12.87431278,9592105,23.7107359,"30,528"
3007,Belgium,1970,125490456,1.5737627,13.03204444,9629376,26.70619605,"30,528"
3008,Belgium,1971,121370504,1.5458971,12.55592095,9666396,29.82166187,"30,528"
3009,Belgium,1972,130637680,1.5195589,13.46739249,9700295,37.20941802,"30,528"
3010,Belgium,1973,138639170,1.4940037,14.25157846,9727987,47.74380149,"30,528"
3011,Belgium,1974,134950100,1.4696987,13.84236618,9749063,56.03307788,"30,528"
3012,Belgium,1975,121823030,1.4443203,12.47748025,9763432,65.6781891,"30,528"
3013,Belgium,1976,129677600,1.4195583,13.26823239,9773540,71.11388297,"30,528"
3014,Belgium,1977,126199330,1.394488,12.89541518,9786372,82.83990546,"30,528"
3015,Belgium,1978,135450270,1.3713236,13.82116842,9800204,101.247,"30,528"
3016,Belgium,1979,139786510,1.3491721,14.24338859,9814133,116.315,"30,528"
3017,Belgium,1980,134835790,1.3279068,13.71817488,9828989,126.829,"30,528"
3018,Belgium,1981,123573624,1.3071415,12.55370996,9843594,104.73,"30,528"
3019,Belgium,1982,117101900,1.286904,11.87966892,9857337,92.09592619,"30,528"
3020,Belgium,1983,101201840,1.2651802,10.2570874,9866528,87.18423905,"30,528"
3021,Belgium,1984,104966536,1.2440255,10.63102982,9873600,83.34953016,"30,528"
3022,Belgium,1985,104004500,1.222761,10.52619594,9880540,86.26826415,"30,528"
3023,Belgium,1986,102366760,1.2019645,10.35281177,9887822,120.019,"30,528"
3024,Belgium,1987,102588710,1.1813372,10.36225941,9900226,149.394,"30,528"
3025,Belgium,1988,99742824,1.1602205,10.05675889,9917989,162.299,"30,528"
3026,Belgium,1989,106792080,1.1407516,10.74673187,9937168,164.221,"30,528"
3027,Belgium,1990,120292800,1.1235138,12.07811787,9959565,205.332,"30,528"
3028,Belgium,1991,123362620,1.1069545,12.35223096,9987072,210.511,"30,528"
3029,Belgium,1992,122488490,1.09204,12.22872663,10016455,234.782,"30,528"
3030,Belgium,1993,121423870,1.077488,12.0895099,10043738,224.722,"30,528"
3031,Belgium,1994,124796744,1.0637692,12.39393071,10069182,244.884,"30,528"
3032,Belgium,1995,125936296,1.0503016,12.47486391,10095204,288.026,"30,528"
3033,Belgium,1996,129478744,1.0370824,12.79026003,10123230,279.201,"30,528"
3034,Belgium,1997,123990620,1.0238048,12.20995904,10154876,252.708,"30,528"
3035,Belgium,1998,130223496,1.0118692,12.7813684,10188541,258.528,"30,528"
3036,Belgium,1999,124681140,0.9994675,12.1946812,10224223,258.246,"30,528"
3037,Belgium,2000,126721544,0.9872194,12.34579215,10264351,236.792,"30,528"
3038,Belgium,2001,126066060,0.9753351,12.22844263,10309249,236.746,"30,528"
3039,Belgium,2002,126863016,0.963576,12.25070452,10355569,258.384,"30,528"
3040,Belgium,2003,128248340,0.9513044,12.32854829,10402550,318.083,"30,528"
3041,Belgium,2004,128770830,0.93887556,12.3153032,10456164,369.215,"30,528"
3042,Belgium,2005,125627920,0.92602164,11.94524778,10516979,385.715,"30,528"
3043,Belgium,2006,123872980,0.9128876,11.70493538,10582970,408.26,"30,528"
3044,Belgium,2007,120463270,0.89947957,11.30717897,10653698,470.922,"30,528"
3045,Belgium,2008,120170040,0.8863337,11.2028691,10726720,517.328,"30,528"
3046,Belgium,2009,107765100,0.87324953,9.976996409,10801357,483.254,"30,528"
3047,Belgium,2010,114604104,0.86012715,10.53545246,10877948,481.421,"30,528"
3048,Belgium,2011,105068560,0.84625214,9.590273301,10955742,523.33,"30,528"
3049,Belgium,2012,102404520,0.832571,9.283221861,11031140,496.153,"30,528"
3050,Belgium,2013,102714744,0.8194037,9.25086362,11103260,521.791,"30,528"
3051,Belgium,2014,97029240,0.8063515,8.68136441,11176727,535.39,"30,528"
3052,Belgium,2015,101145630,0.7941815,8.992076674,11248306,462.336,"30,528"
3053,Belgium,2016,99623020,0.7824706,8.803079871,11316837,476.063,"30,528"
3054,Belgium,2017,99055040,0.7709723,8.700875603,11384491,502.765,"30,528"
3055,Belgium,2018,99967320,0.75969315,8.731839479,11448598,543.299,"30,528"
3056,Belgium,2019,99470264,0.7487596,8.641646125,11510569,535.866,"30,528"
3057,Belgium,2020,91101384,0.738693,7.879572894,11561716,526.264,"30,528"
3058,Belgium,2021,95668080,0.7285362,8.239139826,11611416,600.749,"30,528"
3059,Belgium,2022,89605360,0.7183243,,,583.436,"30,528"
3060,Belize,1870,0,,0,25444,,"22,966"
3061,Belize,1871,0,,0,25536,,"22,966"
3062,Belize,1872,0,,0,25688,,"22,966"
3063,Belize,1873,0,,0,25900,,"22,966"
3064,Belize,1874,0,,0,26114,,"22,966"
3065,Belize,1875,0,,0,26330,,"22,966"
3066,Belize,1876,0,,0,26547,,"22,966"
3067,Belize,1877,0,,0,26766,,"22,966"
3068,Belize,1878,0,,0,26987,,"22,966"
3069,Belize,1879,0,,0,27244,,"22,966"
3070,Belize,1880,0,,0,27537,,"22,966"
3071,Belize,1881,0,,0,27868,,"22,966"
3072,Belize,1882,0,,0,28237,,"22,966"
3073,Belize,1883,0,,0,28645,,"22,966"
3074,Belize,1884,0,,0,29058,,"22,966"
3075,Belize,1885,0,,0,29478,,"22,966"
3076,Belize,1886,0,,0,29904,,"22,966"
3077,Belize,1887,0,,0,30336,,"22,966"
3078,Belize,1888,0,,0,30774,,"22,966"
3079,Belize,1889,0,,0,31243,,"22,966"
3080,Belize,1890,0,,0,31745,,"22,966"
3081,Belize,1891,0,,0,32279,,"22,966"
3082,Belize,1892,0,,0,32848,,"22,966"
3083,Belize,1893,0,,0,33452,,"22,966"
3084,Belize,1894,0,,0,34067,,"22,966"
3085,Belize,1895,0,,0,34693,,"22,966"
3086,Belize,1896,0,,0,35331,,"22,966"
3087,Belize,1897,0,,0,35980,,"22,966"
3088,Belize,1898,0,,0,36642,,"22,966"
3089,Belize,1899,0,,0,37239,,"22,966"
3090,Belize,1900,0,,0,37771,,"22,966"
3091,Belize,1901,0,,0,38235,,"22,966"
3092,Belize,1902,0,,0,38629,,"22,966"
3093,Belize,1903,0,,0,38951,,"22,966"
3094,Belize,1904,0,,0,39277,,"22,966"
3095,Belize,1905,0,,0,39605,,"22,966"
3096,Belize,1906,0,,0,39935,,"22,966"
3097,Belize,1907,0,,0,40269,,"22,966"
3098,Belize,1908,0,,0,40605,,"22,966"
3099,Belize,1909,0,,0,40977,,"22,966"
3100,Belize,1910,0,,0,41386,,"22,966"
3101,Belize,1911,0,,0,41833,,"22,966"
3102,Belize,1912,0,,0,42317,,"22,966"
3103,Belize,1913,0,,0,42841,,"22,966"
3104,Belize,1914,0,,0,43371,,"22,966"
3105,Belize,1915,0,,0,43907,,"22,966"
3106,Belize,1916,0,,0,44450,,"22,966"
3107,Belize,1917,0,,0,45000,,"22,966"
3108,Belize,1918,0,,0,45533,,"22,966"
3109,Belize,1919,0,,0,46080,,"22,966"
3110,Belize,1920,0,,0,46640,,"22,966"
3111,Belize,1921,0,,0,47214,,"22,966"
3112,Belize,1922,0,,0,47801,,"22,966"
3113,Belize,1923,0,,0,48403,,"22,966"
3114,Belize,1924,0,,0,49013,,"22,966"
3115,Belize,1925,0,,0,49630,,"22,966"
3116,Belize,1926,0,,0,50255,,"22,966"
3117,Belize,1927,0,,0,50888,,"22,966"
3118,Belize,1928,0,,0,51529,,"22,966"
3119,Belize,1929,0,,0,52200,,"22,966"
3120,Belize,1930,0,,0,52902,,"22,966"
3121,Belize,1931,0,,0,53635,,"22,966"
3122,Belize,1932,0,,0,54401,,"22,966"
3123,Belize,1933,0,,0,55199,,"22,966"
3124,Belize,1934,0,,0,56010,,"22,966"
