,Entity,Year,Annual CO₂ emissions,Share of global cumulative CO₂ emissions,Annual per capita CO2 emissions,Population (historical estimates),GDP,Country Size
0,Afghanistan,1870,0,,0,4101170,,"652,230"
1,Afghanistan,1871,0,,0,4119504,,"652,230"
2,Afghanistan,1872,0,,0,4137920,,"652,230"
3,Afghanistan,1873,0,,0,4156416,,"652,230"
4,Afghanistan,1874,0,,0,4174988,,"652,230"
5,Afghanistan,1875,0,,0,4193635,,"652,230"
6,Afghanistan,1876,0,,0,4212359,,"652,230"
7,Afghanistan,1877,0,,0,4231159,,"652,230"
8,Afghanistan,1878,0,,0,4250036,,"652,230"
9,Afghanistan,1879,0,,0,4268990,,"652,230"
10,Afghanistan,1880,0,,0,4288021,,"652,230"
11,Afghanistan,1881,0,,0,4307129,,"652,230"
12,Afghanistan,1882,0,,0,4326316,,"652,230"
13,Afghanistan,1883,0,,0,4345580,,"652,230"
14,Afghanistan,1884,0,,0,4364922,,"652,230"
15,Afghanistan,1885,0,,0,4384343,,"652,230"
16,Afghanistan,1886,0,,0,4403843,,"652,230"
17,Afghanistan,1887,0,,0,4423422,,"652,230"
18,Afghanistan,1888,0,,0,4443080,,"652,230"
19,Afghanistan,1889,0,,0,4462817,,"652,230"
20,Afghanistan,1890,0,,0,4482635,,"652,230"
21,Afghanistan,1891,0,,0,4502532,,"652,230"
22,Afghanistan,1892,0,,0,4522510,,"652,230"
23,Afghanistan,1893,0,,0,4542568,,"652,230"
24,Afghanistan,1894,0,,0,4562708,,"652,230"
25,Afghanistan,1895,0,,0,4582928,,"652,230"
26,Afghanistan,1896,0,,0,4603230,,"652,230"
27,Afghanistan,1897,0,,0,4623613,,"652,230"
28,Afghanistan,1898,0,,0,4644079,,"652,230"
29,Afghanistan,1899,0,,0,4672084,,"652,230"
30,Afghanistan,1900,0,,0,4707744,,"652,230"
31,Afghanistan,1901,0,,0,4751177,,"652,230"
32,Afghanistan,1902,0,,0,4802500,,"652,230"
33,Afghanistan,1903,0,,0,4861833,,"652,230"
34,Afghanistan,1904,0,,0,4921891,,"652,230"
35,Afghanistan,1905,0,,0,4982681,,"652,230"
36,Afghanistan,1906,0,,0,5044212,,"652,230"
37,Afghanistan,1907,0,,0,5106495,,"652,230"
38,Afghanistan,1908,0,,0,5169536,,"652,230"
39,Afghanistan,1909,0,,0,5300178,,"652,230"
40,Afghanistan,1910,0,,0,5504191,,"652,230"
41,Afghanistan,1911,0,,0,5787792,,"652,230"
42,Afghanistan,1912,0,,0,6157669,,"652,230"
43,Afghanistan,1913,0,,0,6621025,,"652,230"
44,Afghanistan,1914,0,,0,7119235,,"652,230"
45,Afghanistan,1915,0,,0,7654918,,"652,230"
46,Afghanistan,1916,0,,0,8230894,,"652,230"
47,Afghanistan,1917,0,,0,8850190,,"652,230"
48,Afghanistan,1918,0,,0,9529174,,"652,230"
49,Afghanistan,1919,0,,0,9976355,,"652,230"
50,Afghanistan,1920,0,,0,10188845,,"652,230"
51,Afghanistan,1921,0,,0,10162753,,"652,230"
52,Afghanistan,1922,0,,0,9893152,,"652,230"
53,Afghanistan,1923,0,,0,9374030,,"652,230"
54,Afghanistan,1924,0,,0,8882148,,"652,230"
55,Afghanistan,1925,0,,0,8416077,,"652,230"
56,Afghanistan,1926,0,,0,7974462,,"652,230"
57,Afghanistan,1927,0,,0,7556019,,"652,230"
58,Afghanistan,1928,0,,0,7159534,,"652,230"
59,Afghanistan,1929,0,,0,6851115,,"652,230"
60,Afghanistan,1930,0,,0,6626142,,"652,230"
61,Afghanistan,1931,0,,0,6480237,,"652,230"
62,Afghanistan,1932,0,,0,6409250,,"652,230"
63,Afghanistan,1933,0,,0,6409250,,"652,230"
64,Afghanistan,1934,0,,0,6409250,,"652,230"
65,Afghanistan,1935,0,,0,6409250,,"652,230"
66,Afghanistan,1936,0,,0,6409250,,"652,230"
67,Afghanistan,1937,0,,0,6409250,,"652,230"
68,Afghanistan,1938,0,,0,6409250,,"652,230"
69,Afghanistan,1939,0,,0,6428903,,"652,230"
70,Afghanistan,1940,0,,0,6468510,,"652,230"
71,Afghanistan,1941,0,,0,6528377,,"652,230"
72,Afghanistan,1942,0,,0,6608815,,"652,230"
73,Afghanistan,1943,0,,0,6710138,,"652,230"
74,Afghanistan,1944,0,,0,6813016,,"652,230"
75,Afghanistan,1945,0,,0,6917471,,"652,230"
76,Afghanistan,1946,0,,0,7023527,,"652,230"
77,Afghanistan,1947,0,,0,7131209,,"652,230"
78,Afghanistan,1948,0,,0,7240542,,"652,230"
79,Afghanistan,1949,14656,6.52E-06,0.001992146,7356890,,"652,230"
80,Afghanistan,1950,84272,4.29E-05,0.011265611,7480464,,"652,230"
81,Afghanistan,1951,91600,8.03E-05,0.012097932,7571542,,"652,230"
82,Afghanistan,1952,91600,0.000115807,0.011946475,7667534,,"652,230"
83,Afghanistan,1953,106256,0.000155186,0.013684761,7764549,,"652,230"
84,Afghanistan,1954,106256,0.000192423,0.013511202,7864289,,"652,230"
85,Afghanistan,1955,153888,0.000245188,0.019303725,7971933,,"652,230"
86,Afghanistan,1956,183200,0.000305301,0.022651597,8087730,,"652,230"
87,Afghanistan,1957,293120,0.000400852,0.035701901,8210207,,"652,230"
88,Afghanistan,1958,329760,0.00050327,0.039568856,8333827,,"652,230"
89,Afghanistan,1959,384571,0.00061741,0.04541344,8468220,,"652,230"
90,Afghanistan,1960,413885,0.000733246,0.04800073,8622473,0.537777811,"652,230"
91,Afghanistan,1961,490798,0.000866428,0.055835061,8790140,0.548888896,"652,230"
92,Afghanistan,1962,688594,0.001051503,0.07677442,8969055,0.546666678,"652,230"
93,Afghanistan,1963,706736,0.001229344,0.07717596,9157463,0.751111191,"652,230"
94,Afghanistan,1964,838551,0.001432349,0.089631778,9355510,0.800000044,"652,230"
95,Afghanistan,1965,1006917,0.001667813,0.105269293,9565154,1.006666638,"652,230"
96,Afghanistan,1966,1091159,0.001908801,0.111534492,9783153,1.399999967,"652,230"
97,Afghanistan,1967,1281865,0.002182558,0.128057968,10010037,1.673333418,"652,230"
98,Afghanistan,1968,1223391,0.002420472,0.119381052,10247782,1.373333367,"652,230"
99,Afghanistan,1969,941232,0.002568948,0.089688199,10494491,1.408888922,"652,230"
100,Afghanistan,1970,1670397,0.002872291,0.155342806,10752973,1.748886596,"652,230"
101,Afghanistan,1971,1893554,0.003201445,0.171893543,11015853,1.831108971,"652,230"
102,Afghanistan,1972,1530347,0.00342304,0.135587888,11286753,1.595555476,"652,230"
103,Afghanistan,1973,1635454,0.003645029,0.141288163,11575308,1.733333264,"652,230"
104,Afghanistan,1974,1913152,0.003908769,0.161177016,11869881,2.155555498,"652,230"
105,Afghanistan,1975,2121383,0.004195534,0.174493292,12157390,2.366666616,"652,230"
106,Afghanistan,1976,1980859,0.004428956,0.15942173,12425276,2.555555567,"652,230"
107,Afghanistan,1977,2384175,0.004716733,0.187918115,12687308,2.953333418,"652,230"
108,Afghanistan,1978,2153300,0.004939524,0.166421102,12938864,3.300000109,"652,230"
109,Afghanistan,1979,2232754,0.005156595,0.171930464,12986378,3.69794041,"652,230"
110,Afghanistan,1980,1756302,0.005281459,0.140654492,12486640,3.641723322,"652,230"
111,Afghanistan,1981,1978463,0.005438315,0.177357977,11155196,3.478787909,"652,230"
112,Afghanistan,1982,2094580.9,0.00560532,0.207624969,10088290,,"652,230"
113,Afghanistan,1983,2519954,0.005826267,0.253224883,9951447,,"652,230"
114,Afghanistan,1984,2821540,0.006073452,0.275441787,10243689,,"652,230"
115,Afghanistan,1985,3501422,0.006398033,0.333081119,10512220,,"652,230"
116,Afghanistan,1986,3133645,0.006650345,0.299914906,10448447,,"652,230"
117,Afghanistan,1987,3113826,0.006879992,0.301646448,10322767,,"652,230"
118,Afghanistan,1988,2856896,0.00705541,0.275139142,10383459,,"652,230"
119,Afghanistan,1989,2764855,0.007206461,0.25904717,10673172,,"652,230"
120,Afghanistan,1990,2024326.1,0.007254075,0.189281272,10694804,,"652,230"
121,Afghanistan,1991,1914301,0.007281654,0.17815459,10745168,,"652,230"
122,Afghanistan,1992,1482054,0.00726277,0.122916182,12057436,,"652,230"
123,Afghanistan,1993,1486943,0.007243505,0.106181667,14003764,,"652,230"
124,Afghanistan,1994,1453829,0.007219637,0.094065113,15455560,,"652,230"
125,Afghanistan,1995,1417327,0.007189188,0.086322838,16418911,,"652,230"
126,Afghanistan,1996,1370104,0.007149781,0.080092128,17106600,,"652,230"
127,Afghanistan,1997,1304152,0.007104487,0.073313022,17788818,,"652,230"
128,Afghanistan,1998,1278504,0.007059298,0.069133982,18493134,,"652,230"
129,Afghanistan,1999,1091640,0.006994505,0.05667073,19262854,,"652,230"
130,Afghanistan,2000,1047127.94,0.006924111,0.053580755,19542986,,"652,230"
131,Afghanistan,2001,1069098,0.006858005,0.054300263,19688634,,"652,230"
132,Afghanistan,2002,1340995,0.006816201,0.06385612,21000258,3.825701406,"652,230"
133,Afghanistan,2003,1559602,0.006787337,0.06887139,22645136,4.520946849,"652,230"
134,Afghanistan,2004,1237247,0.006726247,0.0525291,23553554,5.224896719,"652,230"
135,Afghanistan,2005,1889507,0.006717722,0.077403295,24411196,6.203256497,"652,230"
136,Afghanistan,2006,2159318,0.006726228,0.084869024,25442946,6.971758333,"652,230"
137,Afghanistan,2007,2799909,0.006780886,0.108090797,25903306,9.747886105,"652,230"
138,Afghanistan,2008,4254477,0.006943743,0.16098854,26427204,10.10929696,"652,230"
139,Afghanistan,2009,6391888,0.0072648,0.23340572,27385310,12.41615265,"652,230"
140,Afghanistan,2010,8364803.5,0.007707457,0.296732913,28189672,15.8566685,"652,230"
141,Afghanistan,2011,11838316,0.00837418,0.404740431,29249156,17.80509837,"652,230"
142,Afghanistan,2012,10035314,0.008877547,0.329388649,30466484,19.90732991,"652,230"
143,Afghanistan,2013,9250510,0.009300484,0.293283239,31541216,20.14641688,"652,230"
144,Afghanistan,2014,9170309,0.009696386,0.280298601,32716214,20.4971286,"652,230"
145,Afghanistan,2015,9791093,0.010114695,0.290076377,33753500,19.13422175,"652,230"
146,Afghanistan,2016,9067598,0.010467378,0.261795314,34636212,18.1165724,"652,230"
147,Afghanistan,2017,9867969,0.010850821,0.276852474,35643420,18.75345651,"652,230"
148,Afghanistan,2018,10818048,0.011270558,0.294875856,36686788,18.05322274,"652,230"
149,Afghanistan,2019,11081621,0.011685668,0.293401347,37769496,18.79944442,"652,230"
150,Afghanistan,2020,11888066,0.012144622,0.305039362,38972236,19.95592906,"652,230"
151,Afghanistan,2021,12283148,0.012594692,0.306317043,40099460,14.26649943,"652,230"
152,Afghanistan,2022,12147948,0.013015988,,,,"652,230"
153,Albania,1870,0,,0,604928,,"28,748"
154,Albania,1871,0,,0,610685,,"28,748"
155,Albania,1872,0,,0,616487,,"28,748"
156,Albania,1873,0,,0,622333,,"28,748"
157,Albania,1874,0,,0,628235,,"28,748"
158,Albania,1875,0,,0,634193,,"28,748"
159,Albania,1876,0,,0,640208,,"28,748"
160,Albania,1877,0,,0,646279,,"28,748"
161,Albania,1878,0,,0,652408,,"28,748"
162,Albania,1879,0,,0,658596,,"28,748"
163,Albania,1880,0,,0,664842,,"28,748"
164,Albania,1881,0,,0,671147,,"28,748"
165,Albania,1882,0,,0,677511,,"28,748"
166,Albania,1883,0,,0,683937,,"28,748"
167,Albania,1884,0,,0,690423,,"28,748"
168,Albania,1885,0,,0,696970,,"28,748"
169,Albania,1886,0,,0,703580,,"28,748"
170,Albania,1887,0,,0,710252,,"28,748"
171,Albania,1888,0,,0,716988,,"28,748"
172,Albania,1889,0,,0,723850,,"28,748"
173,Albania,1890,0,,0,730840,,"28,748"
174,Albania,1891,0,,0,737961,,"28,748"
175,Albania,1892,0,,0,745214,,"28,748"
176,Albania,1893,0,,0,752600,,"28,748"
177,Albania,1894,0,,0,760060,,"28,748"
178,Albania,1895,0,,0,767593,,"28,748"
179,Albania,1896,0,,0,775202,,"28,748"
180,Albania,1897,0,,0,782885,,"28,748"
181,Albania,1898,0,,0,790645,,"28,748"
182,Albania,1899,0,,0,798342,,"28,748"
183,Albania,1900,0,,0,805974,,"28,748"
184,Albania,1901,0,,0,813539,,"28,748"
185,Albania,1902,0,,0,821036,,"28,748"
186,Albania,1903,0,,0,828461,,"28,748"
187,Albania,1904,0,,0,835954,,"28,748"
188,Albania,1905,0,,0,843514,,"28,748"
189,Albania,1906,0,,0,851143,,"28,748"
190,Albania,1907,0,,0,858841,,"28,748"
191,Albania,1908,0,,0,866609,,"28,748"
192,Albania,1909,0,,0,874016,,"28,748"
193,Albania,1910,0,,0,881057,,"28,748"
194,Albania,1911,0,,0,887724,,"28,748"
195,Albania,1912,0,,0,894013,,"28,748"
196,Albania,1913,0,,0,899917,,"28,748"
197,Albania,1914,0,,0,905859,,"28,748"
198,Albania,1915,0,,0,911841,,"28,748"
199,Albania,1916,0,,0,917862,,"28,748"
200,Albania,1917,0,,0,923923,,"28,748"
201,Albania,1918,0,,0,929879,,"28,748"
202,Albania,1919,0,,0,935646,,"28,748"
203,Albania,1920,0,,0,941221,,"28,748"
204,Albania,1921,0,,0,946603,,"28,748"
205,Albania,1922,0,,0,951788,,"28,748"
206,Albania,1923,0,,0,956775,,"28,748"
207,Albania,1924,0,,0,961788,,"28,748"
208,Albania,1925,0,,0,966828,,"28,748"
209,Albania,1926,0,,0,971893,,"28,748"
210,Albania,1927,0,,0,976986,,"28,748"
211,Albania,1928,0,,0,982104,,"28,748"
212,Albania,1929,0,,0,988255,,"28,748"
213,Albania,1930,0,,0,995454,,"28,748"
214,Albania,1931,0,,0,1003716,,"28,748"
215,Albania,1932,0,,0,1013057,,"28,748"
216,Albania,1933,7328,4.87E-06,0.007159781,1023495,,"28,748"
217,Albania,1934,7328,9.51E-06,0.007086766,1034040,,"28,748"
218,Albania,1935,18320,2.09E-05,0.017536235,1044694,,"28,748"
219,Albania,1936,128209.99,9.94E-05,0.121473322,1055458,,"28,748"
220,Albania,1937,296725,0.000274897,0.278266733,1066333,,"28,748"
221,Albania,1938,348080,0.00047194,0.323098358,1077319,,"28,748"
222,Albania,1939,432352,0.00070668,0.39708454,1088816,,"28,748"
223,Albania,1940,692496,0.001072121,0.629065444,1100833,,"28,748"
224,Albania,1941,626485,0.001381845,0.562686987,1113381,,"28,748"
225,Albania,1942,743792,0.001737196,0.660286257,1126469,,"28,748"
226,Albania,1943,461664,0.001928965,0.404929704,1140109,,"28,748"
227,Albania,1944,153888,0.001956523,0.133361758,1153914,,"28,748"
228,Albania,1945,120912,0.001974924,0.103530564,1167887,,"28,748"
229,Albania,1946,483648,0.002162352,0.409167972,1182028,,"28,748"
230,Albania,1947,926992,0.002543114,0.774855998,1196341,,"28,748"
231,Albania,1948,703488,0.00280057,0.580997946,1210827,,"28,748"
232,Albania,1949,1014928,0.003187436,0.82546752,1229519,,"28,748"
233,Albania,1950,296725,0.003234119,0.236889733,1252587,,"28,748"
234,Albania,1951,402981,0.003317019,0.312588283,1289175,,"28,748"
235,Albania,1952,373669,0.003382344,0.281598424,1326957,,"28,748"
236,Albania,1953,413973,0.00345787,0.302889269,1366747,,"28,748"
237,Albania,1954,501909.03,0.003561791,0.356213706,1409011,,"28,748"
238,Albania,1955,663006,0.003712213,0.456071683,1453732,,"28,748"
239,Albania,1956,838789,0.003912104,0.558959767,1500625,,"28,748"
240,Albania,1957,1505607,0.004334526,0.971625768,1549575,,"28,748"
241,Albania,1958,1201465,0.004623984,0.750453158,1600986,,"28,748"
242,Albania,1959,1443319,0.004971056,0.87208448,1655022,,"28,748"
243,Albania,1960,2022231.1,0.005477326,1.181769577,1711189,,"28,748"
244,Albania,1961,2278533,0.006033988,1.287979148,1769076,,"28,748"
245,Albania,1962,2461733,0.006607957,1.346508707,1828234,,"28,748"
246,Albania,1963,2080617,0.007024424,1.101845468,1888302,,"28,748"
247,Albania,1964,2014694.9,0.007385378,1.03369637,1949020,,"28,748"
248,Albania,1965,2172159,0.007757946,1.080787424,2009793,,"28,748"
249,Albania,1966,2549579,0.008197486,1.231267874,2070694,,"28,748"
250,Albania,1967,2677493,0.008634752,1.255596505,2132447,,"28,748"
251,Albania,1968,3069214,0.009128633,1.397973285,2195474,,"28,748"
252,Albania,1969,3241303,0.009613288,1.434333703,2259797,,"28,748"
253,Albania,1970,3739486,0.010156824,1.608565801,2324733,,"28,748"
254,Albania,1971,4348023,0.010787154,1.819393511,2389820,,"28,748"
255,Albania,1972,5637977,0.011639358,2.296359006,2455181,,"28,748"
256,Albania,1973,5286406,0.012336162,2.097412279,2520442,,"28,748"
257,Albania,1974,4341512,0.012793668,1.679204876,2585457,,"28,748"
258,Albania,1975,4591172,0.013268642,1.732434056,2650128,,"28,748"
259,Albania,1976,4947198,0.013756091,1.823136657,2713564,,"28,748"
260,Albania,1977,5717343,0.014339568,2.06045377,2774798,,"28,748"
261,Albania,1978,6491245,0.015007095,2.291040854,2833317,,"28,748"
262,Albania,1979,7583971,0.015804013,2.625334226,2888764,,"28,748"
263,Albania,1980,5170837,0.016151499,1.757801574,2941650,,"28,748"
264,Albania,1981,7339622,0.016838783,2.452761688,2992391,,"28,748"
265,Albania,1982,7307607,0.017484361,2.402879072,3041188,,"28,748"
266,Albania,1983,7630809,0.018138712,2.471193729,3087904,,"28,748"
267,Albania,1984,7825903,0.018767027,2.498906515,3131731,1.857337995,"28,748"
268,Albania,1985,7881540,0.019349573,2.48493644,3171727,1.897050117,"28,748"
269,Albania,1986,8058077,0.019915396,2.512551569,3207129,2.09732625,"28,748"
270,Albania,1987,7447081,0.020349586,2.300130927,3237677,2.08079625,"28,748"
271,Albania,1988,7329222,0.02072148,2.246147509,3263019,2.05123625,"28,748"
272,Albania,1989,8986169,0.0212754,2.737860152,3282187,2.25309,"28,748"
273,Albania,1990,5520602,0.021359555,1.675411137,3295073,2.02855375,"28,748"
274,Albania,1991,4290226,0.02127876,1.29924681,3302087,1.099559028,"28,748"
275,Albania,1992,2517116,0.021011103,0.7618994,3303738,0.652174991,"28,748"
276,Albania,1993,2337999,0.02073132,0.708331074,3300715,1.185315468,"28,748"
277,Albania,1994,1923806,0.0204143,0.584033217,3294001,1.880950864,"28,748"
278,Albania,1995,2089065.1,0.020120343,0.636062654,3284370,2.392764853,"28,748"
279,Albania,1996,2017508,0.019818243,0.616722954,3271336,3.199640815,"28,748"
280,Albania,1997,1543009,0.019479461,0.474229044,3253721,2.258513974,"28,748"
281,Albania,1998,1754709,0.019179782,0.542886314,3232185,2.545964541,"28,748"
282,Albania,1999,2986196,0.019005725,0.930782214,3208265,3.212121651,"28,748"
283,Albania,2000,3024926,0.018831614,0.95062864,3182027,3.480355258,"28,748"
284,Albania,2001,3220656,0.018681025,1.021258461,3153615,3.922100794,"28,748"
285,Albania,2002,3748272,0.018575842,1.200002305,3123554,4.348068242,"28,748"
286,Albania,2003,4303499,0.018501906,1.39137043,3092993,5.611496257,"28,748"
287,Albania,2004,4176684,0.018405017,1.363757739,3062629,7.184685782,"28,748"
288,Albania,2005,4261413,0.018304942,1.405184467,3032636,8.052077248,"28,748"
289,Albania,2006,3910715,0.01816568,1.30209986,3003391,8.896075005,"28,748"
290,Albania,2007,3948970,0.018023396,1.326899162,2976089,10.67732485,"28,748"
291,Albania,2008,4397043,0.017915595,1.489669647,2951690,12.88135289,"28,748"
292,Albania,2009,4406552,0.017821252,1.503658866,2930553,12.04420555,"28,748"
293,Albania,2010,4783865,0.017735498,1.642020222,2913402,11.92692662,"28,748"
294,Albania,2011,5314676,0.017677944,1.832229906,2900660,12.89076032,"28,748"
295,Albania,2012,4850060,0.017584078,1.676950105,2892191,12.3198342,"28,748"
296,Albania,2013,5287465,0.017521368,1.831461795,2887019,12.7762245,"28,748"
297,Albania,2014,5999650,0.017506905,2.080250338,2884100,13.22814752,"28,748"
298,Albania,2015,4712144,0.01740837,1.634752273,2882482,11.38685311,"28,748"
299,Albania,2016,4631979,0.017309207,1.607732074,2881064,11.86119983,"28,748"
300,Albania,2017,5293048,0.017249923,1.838271755,2879361,13.01972621,"28,748"
301,Albania,2018,4894953,0.017160958,1.701397523,2877019,15.15642402,"28,748"
302,Albania,2019,4826944,0.017069036,1.679589601,2873883,15.40182613,"28,748"
303,Albania,2020,5018921,0.01701273,1.750674434,2866850,15.16273421,"28,748"
304,Albania,2021,4903652,0.016934386,1.717740856,2854710,17.93056512,"28,748"
305,Albania,2022,4954730,0.016859008,,,18.91637886,"28,748"
306,Algeria,1870,0,,0,3478884,,"2,381,740"
307,Algeria,1871,0,,0,3514436,,"2,381,740"
308,Algeria,1872,0,,0,3550350,,"2,381,740"
309,Algeria,1873,0,,0,3586632,,"2,381,740"
310,Algeria,1874,0,,0,3623285,,"2,381,740"
311,Algeria,1875,0,,0,3660312,,"2,381,740"
312,Algeria,1876,0,,0,3697718,,"2,381,740"
313,Algeria,1877,0,,0,3735505,,"2,381,740"
314,Algeria,1878,0,,0,3773679,,"2,381,740"
315,Algeria,1879,0,,0,3812243,,"2,381,740"
316,Algeria,1880,0,,0,3851201,,"2,381,740"
317,Algeria,1881,0,,0,3890557,,"2,381,740"
318,Algeria,1882,0,,0,3930315,,"2,381,740"
319,Algeria,1883,0,,0,3970479,,"2,381,740"
320,Algeria,1884,0,,0,4011054,,"2,381,740"
321,Algeria,1885,0,,0,4052043,,"2,381,740"
322,Algeria,1886,0,,0,4093452,,"2,381,740"
323,Algeria,1887,0,,0,4135283,,"2,381,740"
324,Algeria,1888,0,,0,4177542,,"2,381,740"
325,Algeria,1889,0,,0,4219933,,"2,381,740"
326,Algeria,1890,0,,0,4262454,,"2,381,740"
327,Algeria,1891,0,,0,4305104,,"2,381,740"
328,Algeria,1892,0,,0,4347882,,"2,381,740"
329,Algeria,1893,0,,0,4390784,,"2,381,740"
330,Algeria,1894,0,,0,4434110,,"2,381,740"
331,Algeria,1895,0,,0,4477863,,"2,381,740"
332,Algeria,1896,0,,0,4522048,,"2,381,740"
333,Algeria,1897,0,,0,4566669,,"2,381,740"
334,Algeria,1898,0,,0,4611731,,"2,381,740"
335,Algeria,1899,0,,0,4663386,,"2,381,740"
336,Algeria,1900,0,,0,4721802,,"2,381,740"
337,Algeria,1901,0,,0,4787149,,"2,381,740"
338,Algeria,1902,0,,0,4859600,,"2,381,740"
339,Algeria,1903,0,,0,4939332,,"2,381,740"
340,Algeria,1904,0,,0,5020372,,"2,381,740"
341,Algeria,1905,0,,0,5102742,,"2,381,740"
342,Algeria,1906,0,,0,5186463,,"2,381,740"
343,Algeria,1907,0,,0,5271557,,"2,381,740"
344,Algeria,1908,0,,0,5358048,,"2,381,740"
345,Algeria,1909,0,,0,5433528,,"2,381,740"
346,Algeria,1910,0,,0,5497750,,"2,381,740"
347,Algeria,1911,0,,0,5550464,,"2,381,740"
348,Algeria,1912,0,,0,5591415,,"2,381,740"
349,Algeria,1913,0,,0,5620343,,"2,381,740"
350,Algeria,1914,0,,0,5649420,,"2,381,740"
351,Algeria,1915,0,,0,5678648,,"2,381,740"
352,Algeria,1916,3664,4.09E-06,0.000641903,5708027,,"2,381,740"
353,Algeria,1917,7328,1.18E-05,0.001277198,5737558,,"2,381,740"
354,Algeria,1918,18320,3.03E-05,0.003176932,5766569,,"2,381,740"
355,Algeria,1919,18320,4.78E-05,0.003157128,5802743,,"2,381,740"
356,Algeria,1920,21984,6.75E-05,0.003760397,5846192,,"2,381,740"
357,Algeria,1921,25648,8.97E-05,0.004349306,5897033,,"2,381,740"
358,Algeria,1922,25648,0.000110426,0.004306693,5955381,,"2,381,740"
359,Algeria,1923,14656,0.000119789,0.002434004,6021355,,"2,381,740"
360,Algeria,1924,29312,0.000141093,0.00481467,6088060,,"2,381,740"
361,Algeria,1925,32976,0.000164078,0.005357156,6155505,,"2,381,740"
362,Algeria,1926,40304,0.000191682,0.006475895,6223696,,"2,381,740"
363,Algeria,1927,58624,0.000231422,0.009316276,6292643,,"2,381,740"
364,Algeria,1928,73072,0.000279723,0.011485059,6362353,,"2,381,740"
365,Algeria,1929,80381,0.00032986,0.012478749,6441431,,"2,381,740"
366,Algeria,1930,84005,0.000380428,0.012864212,6530132,,"2,381,740"
367,Algeria,1931,98619,0.000439634,0.014877537,6628718,,"2,381,740"
368,Algeria,1932,113227,0.00050711,0.016805604,6737455,,"2,381,740"
369,Algeria,1933,120615,0.000576009,0.017591037,6856617,,"2,381,740"
370,Algeria,1934,138846,0.000652525,0.019898006,6977885,,"2,381,740"
371,Algeria,1935,131644,0.000720126,0.018538017,7101299,,"2,381,740"
372,Algeria,1936,51029,0.000733011,0.007060985,7226895,,"2,381,740"
373,Algeria,1937,69349,0.000754955,0.009429192,7354713,,"2,381,740"
374,Algeria,1938,32976,0.000755667,0.004405734,7484792,,"2,381,740"
375,Algeria,1939,161216,0.000828472,0.021176292,7613042,,"2,381,740"
376,Algeria,1940,238160,0.00093835,0.030772531,7739370,,"2,381,740"
377,Algeria,1941,311440,0.001081432,0.039604867,7863680,,"2,381,740"
378,Algeria,1942,498304,0.001315437,0.062398211,7985870,,"2,381,740"
379,Algeria,1943,468665,0.001521697,0.057818197,8105839,,"2,381,740"
380,Algeria,1944,497921,0.001731523,0.060518296,8227611,,"2,381,740"
381,Algeria,1945,615136,0.001996353,0.073658299,8351211,,"2,381,740"
382,Algeria,1946,761639,0.002316258,0.089851214,8476669,,"2,381,740"
383,Algeria,1947,743287,0.002607574,0.08638843,8604011,,"2,381,740"
384,Algeria,1948,801884,0.002908232,0.091819476,8733267,,"2,381,740"
385,Algeria,1949,908165,0.003245133,0.102365452,8871792,,"2,381,740"
386,Algeria,1950,3783605,0.004801314,0.419474635,9019866,,"2,381,740"
387,Algeria,1951,4131178.8,0.006414121,0.445566674,9271741,,"2,381,740"
388,Algeria,1952,3889207,0.007840277,0.40845708,9521703,,"2,381,740"
389,Algeria,1953,3999006,0.009229805,0.409244218,9771686,,"2,381,740"
390,Algeria,1954,4152301.8,0.010601337,0.414751225,10011548,,"2,381,740"
391,Algeria,1955,4606578,0.012044586,0.449760244,10242297,,"2,381,740"
392,Algeria,1956,4995053,0.01352769,0.47693816,10473167,,"2,381,740"
393,Algeria,1957,5537086,0.015106286,0.517327106,10703259,,"2,381,740"
394,Algeria,1958,5214119,0.01647036,0.476881297,10933788,,"2,381,740"
395,Algeria,1959,5657017,0.017879833,0.506699075,11164451,,"2,381,740"
396,Algeria,1960,6151241,0.019335533,0.539852044,11394309,2.723615451,"2,381,740"
397,Algeria,1961,6055920,0.020673005,0.522124409,11598615,2.434747056,"2,381,740"
398,Algeria,1962,5661010,0.021789957,0.48063191,11778265,2.001444544,"2,381,740"
399,Algeria,1963,5419154,0.022735069,0.452748827,11969449,2.702982018,"2,381,740"
400,Algeria,1964,5643044,0.023650775,0.463338456,12179097,2.909316435,"2,381,740"
401,Algeria,1965,6588533,0.024741448,0.532137435,12381262,3.136284307,"2,381,740"
402,Algeria,1966,8420862,0.026221402,0.667612486,12613398,3.039859187,"2,381,740"
403,Algeria,1967,8431587,0.027585369,0.6537573,12897121,3.370870376,"2,381,740"
404,Algeria,1968,9050236,0.028972447,0.686092821,13190979,3.852147027,"2,381,740"
405,Algeria,1969,11262968,0.030748857,0.834849132,13491022,4.257253264,"2,381,740"
406,Algeria,1970,15058960,0.03321719,1.091552101,13795915,4.863526897,"2,381,740"
407,Algeria,1971,18649530,0.03628538,1.321699111,14110269,5.077183094,"2,381,740"
408,Algeria,1972,28322640,0.04120316,1.96143562,14439750,6.766743957,"2,381,740"
409,Algeria,1973,38277400,0.047803245,2.588676826,14786473,8.707858912,"2,381,740"
410,Algeria,1974,31876660,0.052646197,2.10356997,15153601,13.20987163,"2,381,740"
411,Algeria,1975,32001206,0.057184376,2.03509193,15724698,15.55790275,"2,381,740"
